Judul Produk,Link Gambar,Harga,Harga Coret,Deskripsi,Status,Berat,Label
Buku Latihan Tidur – Joko Pinurbo,https://lh3.googleusercontent.com/d/1juCohtmyVSvV_EHtcdQgDFiK62BjKq75,Rp3.500,Rp15.000,"Buku Latihan Tidur – Joko Pinurbo adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Sampar,https://lh3.googleusercontent.com/d/1yUyPLN4_pTn8PjOQUzuxKE7uAIs-Np0W,Rp3.500,Rp15.000,"Sampar adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Why Men Love Bitches,https://lh3.googleusercontent.com/d/1yukGzL4JOdXshr70bPigknaxJwVUph0S,Rp3.500,Rp15.000,"Why Men Love Bitches adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Ego Is the Enemy - Ryan Holiday,https://lh3.googleusercontent.com/d/1eibgqHIhUOxdqdJlY46p8xa4vZlzfqFN,Rp3.500,Rp15.000,"Ego Is the Enemy - Ryan Holiday adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
How to Talk to Anyone,https://lh3.googleusercontent.com/d/1DJ64O3gMvwRjuqr8ZeSbCuPdNJTKo8wT,Rp3.500,Rp15.000,"How to Talk to Anyone adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Seni Perang Sun Tzu & 36 Strategi,https://lh3.googleusercontent.com/d/18G_78-EHb0qa6iP_2kARRr5gDvfiU1cL,Rp3.500,Rp15.000,"Seni Perang Sun Tzu & 36 Strategi adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Nanti Juga Sembuh Sendiri - Helobagas,https://lh3.googleusercontent.com/d/1lPwgUyyhr8dUWZFIx2cvfl8lJqhveK-S,Rp3.500,Rp15.000,"Nanti Juga Sembuh Sendiri - Helobagas adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Kebiasaan Rasulullah,https://lh3.googleusercontent.com/d/1hDTscAul2cMYMop6FqXtZfzUU7KDLsoC,Rp3.500,Rp15.000,"Kebiasaan Rasulullah adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Pulang – Tere Liye,https://lh3.googleusercontent.com/d/1TWTPx9EVeKm1JIhAQ7H5WxhUzL6QzzJt,Rp3.500,Rp15.000,"Pulang – Tere Liye adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Change Your Aura Change You (Z-Library),https://lh3.googleusercontent.com/d/1l-p2Orvb1LjcD6hrPU-ZNOp9Vy3rOZxO,Rp3.500,Rp15.000,"Change Your Aura Change You (Z-Library) adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Malam Terakhir – Leila S. Chudori,https://lh3.googleusercontent.com/d/1Js2ruZA0K3Wf3Ng4q9QxB73B9ES_U_bG,Rp3.500,Rp15.000,"Malam Terakhir – Leila S. Chudori adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Pangeran Cilik – Antoine de Saint-Exupéry,https://lh3.googleusercontent.com/d/1Z32rcp43pwlDCWP9HuDL37_VzKbdAZ_1,Rp3.500,Rp15.000,"Pangeran Cilik – Antoine de Saint-Exupéry adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Merriam-Webster’s Advanced Learner’s English Dictionary,https://lh3.googleusercontent.com/d/1HTaybQ33IdLvEyB05xtrOYyM6NCodkan,Rp3.500,Rp15.000,"Merriam-Webster’s Advanced Learner’s English Dictionary adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Biografi Gusdur (Greg Barton) (Z-Library),https://lh3.googleusercontent.com/d/1Z8yESsCDsrswZvccfmkCo83mxCRZ7PUO,Rp3.500,Rp15.000,"Biografi Gusdur (Greg Barton) (Z-Library) adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Zero to One Notes Bahasa Indonesia,https://lh3.googleusercontent.com/d/1HF7eYUexc9dRCWDmb8j7at6iE9RQq033,Rp3.500,Rp15.000,"Zero to One Notes Bahasa Indonesia adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Dunia Cinta Filosofis – Kahlil Gibran,https://lh3.googleusercontent.com/d/1h3BCNVgSRi1K_LwI8QQ1SLYbdda8B3vB,Rp3.500,Rp15.000,"Dunia Cinta Filosofis – Kahlil Gibran adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Sherlock Holmes: Koleksi Kasus Jilid 2 – Arthur Conan Doyle,https://lh3.googleusercontent.com/d/1UEcBLqBhqMjJ01NgxtXImHBcA_gm5mvV,Rp3.500,Rp15.000,"Sherlock Holmes: Koleksi Kasus Jilid 2 – Arthur Conan Doyle adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Catatan dari Bawah Tanah – Fyodor Dostoyevsky,https://lh3.googleusercontent.com/d/bc1qg4zndrsatg0j6xzdc5czs9l3vntz5gwwsrp6py,Rp3.500,Rp15.000,"Catatan dari Bawah Tanah – Fyodor Dostoyevsky adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Runtuhnya Peradaban Dunia,https://lh3.googleusercontent.com/d/1NyncMKIPRxcqEiIdjyN4RM4DwqmJbujJ,Rp3.500,Rp15.000,"Runtuhnya Peradaban Dunia adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Mereka Ada – M.W.V. Mystic,https://lh3.googleusercontent.com/d/1U2O_YLxqSc6Ds_92i6MFb-IsBjQJ5TWW,Rp3.500,Rp15.000,"Mereka Ada – M.W.V. Mystic adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Supernova: Petir – Dee Lestari,https://lh3.googleusercontent.com/d/bc1qg4zndrsatg0j6xzdc5czs9l3vntz5gwwsrp6py,Rp3.500,Rp15.000,"Supernova: Petir – Dee Lestari adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Logically Fallacious,https://lh3.googleusercontent.com/d/1nfpjYnHhCmHutscUchgs396SbRahkY0y,Rp3.500,Rp15.000,"Logically Fallacious adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Padang Bulan,https://lh3.googleusercontent.com/d/1CeY0rXratR-hnpzhyDG5eVAx1YOL1RD9,Rp3.500,Rp15.000,"Padang Bulan adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
About Love – Tere Liye,https://lh3.googleusercontent.com/d/1MtYbeNwq6Jviyxn5n2Tl9TZbSrN_XKGU,Rp3.500,Rp15.000,"About Love – Tere Liye adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Mulia dengan Manhaj Salaf - Yazid bin Abdul Qadir Jawas,https://lh3.googleusercontent.com/d/1d2M2UNwelA3dVw_fmXPwCk4o9zQ_iGmX,Rp3.500,Rp15.000,"Mulia dengan Manhaj Salaf - Yazid bin Abdul Qadir Jawas adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
48 Hukum Kekuasaan (Ringkasan Bahasa Indonesia),https://lh3.googleusercontent.com/d/1EGOBzdWy3i6985BCuM50yhuVLFBxRlQg,Rp3.500,Rp15.000,"48 Hukum Kekuasaan (Ringkasan Bahasa Indonesia) adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Dasar-Dasar Intelijen,https://lh3.googleusercontent.com/d/1PBe9UqzHMNYyEwFuN9p6leumGoqMfD0u,Rp3.500,Rp15.000,"Dasar-Dasar Intelijen adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Kitab Anti Bodoh: Terampil Berpikir Benar dan Terhindar dari Cacat Logika,https://lh3.googleusercontent.com/d/1QKcnMtLUD2qve6ID412DclCva9IFLwKA,Rp3.500,Rp15.000,"Kitab Anti Bodoh: Terampil Berpikir Benar dan Terhindar dari Cacat Logika adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Tuhan, Izinkan Aku Menjadi Pelacur – Muhidin M. Dahlan,https://lh3.googleusercontent.com/d/1ZR1kWbjusc4PKgrC-DSWiiTpWjBUQNxp,Rp3.500,Rp15.000,"Tuhan, Izinkan Aku Menjadi Pelacur – Muhidin M. Dahlan adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
